technique_id,technique_name,data_component_id,data_component_name,requirement_rows,unique_log_source_requirements,has_explicit_event_id_requirement,exact_event_evidence,any_source_evidence,best_evidence_status,best_evidence_strength,evidence_sources
T1001,Data Obfuscation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127,Trusted Developer Utilities Proxy Execution,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0020,Process Modification,19,19,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1127.001,MSBuild,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.001,MSBuild,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.002,ClickOnce,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.002,ClickOnce,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.002,ClickOnce,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1127.003,JamPlus,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.003,JamPlus,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1127.003,JamPlus,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127.003,JamPlus,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1129,Shared Modules,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1129,Shared Modules,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1132,Data Encoding,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132,Data Encoding,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132,Data Encoding,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132,Data Encoding,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132,Data Encoding,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1132.001,Standard Encoding,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.001,Standard Encoding,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.001,Standard Encoding,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.001,Standard Encoding,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1132.001,Standard Encoding,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.001,Standard Encoding,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1132.002,Non-Standard Encoding,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1133,External Remote Services,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1133,External Remote Services,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1133,External Remote Services,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1133,External Remote Services,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1133,External Remote Services,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134,Access Token Manipulation,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134,Access Token Manipulation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134,Access Token Manipulation,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134,Access Token Manipulation,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134,Access Token Manipulation,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.001,Token Impersonation/Theft,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.001,Token Impersonation/Theft,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.001,Token Impersonation/Theft,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.002,Create Process with Token,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.002,Create Process with Token,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.002,Create Process with Token,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.002,Create Process with Token,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.002,Create Process with Token,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.003,Make and Impersonate Token,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.003,Make and Impersonate Token,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.003,Make and Impersonate Token,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.004,Parent PID Spoofing,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.004,Parent PID Spoofing,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.004,Parent PID Spoofing,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1134.005,SID-History Injection,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.005,SID-History Injection,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1134.005,SID-History Injection,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1135,Network Share Discovery,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1135,Network Share Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1135,Network Share Discovery,DC0048,Named Pipe Metadata,2,2,True,True,True,exact_event_observed,3,BOTS | EVTX
T1135,Network Share Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1135,Network Share Discovery,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1135,Network Share Discovery,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136,Create Account,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136,Create Account,DC0014,User Account Creation,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136,Create Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136,Create Account,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136,Create Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.001,Local Account,DC0014,User Account Creation,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.001,Local Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.001,Local Account,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.001,Local Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.002,Domain Account,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.002,Domain Account,DC0014,User Account Creation,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.002,Domain Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.002,Domain Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.002,Domain Account,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.003,Cloud Account,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.003,Cloud Account,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.003,Cloud Account,DC0014,User Account Creation,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1136.003,Cloud Account,DC0094,Group Modification,1,1,False,False,False,not_observed,0,
T1137,Office Application Startup,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137,Office Application Startup,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137,Office Application Startup,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137,Office Application Startup,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137,Office Application Startup,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.001,Office Template Macros,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.001,Office Template Macros,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.001,Office Template Macros,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.001,Office Template Macros,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.001,Office Template Macros,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.002,Office Test,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.002,Office Test,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.002,Office Test,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.002,Office Test,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.002,Office Test,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.003,Outlook Forms,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.003,Outlook Forms,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.003,Outlook Forms,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.003,Outlook Forms,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.004,Outlook Home Page,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.004,Outlook Home Page,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.004,Outlook Home Page,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.004,Outlook Home Page,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.005,Outlook Rules,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.005,Outlook Rules,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.005,Outlook Rules,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.005,Outlook Rules,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1137.006,Add-ins,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1140,Deobfuscate/Decode Files or Information,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1140,Deobfuscate/Decode Files or Information,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1140,Deobfuscate/Decode Files or Information,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1140,Deobfuscate/Decode Files or Information,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176,Software Extensions,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176,Software Extensions,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176,Software Extensions,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176,Software Extensions,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176,Software Extensions,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1176,Software Extensions,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.001,Browser Extensions,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1176.002,IDE Extensions,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.002,IDE Extensions,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1176.002,IDE Extensions,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1176.002,IDE Extensions,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0020,Process Modification,19,19,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1185,Browser Session Hijacking,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
